Candidate,FolderName,FullPath,seed,split,geo,variant,variant_base,tightened,scene,engine,K,mpc_batch,controller,threshold,backbone,generation,path_K,n_trials,goal_radius,epoch,projection,record,device,max_episode_length,flow_steps
11,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(E7U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-r,dpcc-r,False,empty,,,,,,,Gen11,,3.0,0.3,latest,fm_only,none,cuda,,
11,empty|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-empty/plans(E7U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-t,dpcc-t,False,empty,,,,,,,Gen11,,3.0,0.3,latest,fm_only,none,cuda,,
12,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,eval(legacy),fm_only,fm_only,False,pillars,,,,,,,Gen11,,4.0,,latest,fm_only,gif,cuda,,
13,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE(12D_PID_with_anchor_P),6,test,diffuser_anchorP,diffuser,diffuser,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
13,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE(12D_PID_with_anchor_P),6,test,dpcc-c_anchorP,dpcc-c,dpcc-c,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
13,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE(12D_PID_with_anchor_P),6,test,dpcc-r_anchorP,dpcc-r,dpcc-r,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
13,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE(12D_PID_with_anchor_P),6,test,dpcc-t_anchorP,dpcc-t,dpcc-t,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
13,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE(12D_PID_with_anchor_P),6,test,gradient_anchorP,gradient,gradient,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
13,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE(12D_PID_with_anchor_P),6,test,model_free_anchorP,model_free,model_free,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
13,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE(12D_PID_with_anchor_P),6,test,post_processing_anchorP,post_processing,post_processing,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
14,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D,6,test,diffuser_ctrlpid_stopgo,diffuser,diffuser,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
14,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D,6,test,dpcc-c_ctrlpid_stopgo,dpcc-c,dpcc-c,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
14,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D,6,test,dpcc-r_ctrlpid_stopgo,dpcc-r,dpcc-r,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
14,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D,6,test,dpcc-t_ctrlpid_stopgo,dpcc-t,dpcc-t,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
14,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D,6,test,gradient_ctrlpid_stopgo,gradient,gradient,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
14,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D,6,test,model_free_ctrlpid_stopgo,model_free,model_free,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
14,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D,6,test,post_processing_ctrlpid_stopgo,post_processing,post_processing,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
15,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D(pid_stop_go),6,test,diffuser_ctrlpid_stopgo,diffuser,diffuser,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
15,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D(pid_stop_go),6,test,dpcc-c_ctrlpid_stopgo,dpcc-c,dpcc-c,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
15,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D(pid_stop_go),6,test,dpcc-r_ctrlpid_stopgo,dpcc-r,dpcc-r,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
15,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D(pid_stop_go),6,test,dpcc-t_ctrlpid_stopgo,dpcc-t,dpcc-t,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
15,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D(pid_stop_go),6,test,gradient_ctrlpid_stopgo,gradient,gradient,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
15,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D(pid_stop_go),6,test,model_free_ctrlpid_stopgo,model_free,model_free,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
15,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_DC-FIX)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D(pid_stop_go),6,test,post_processing_ctrlpid_stopgo,post_processing,post_processing,False,pillars,,,,,,,Gen11,,10.0,0.3,latest,fm_only,none,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,bounds_free,bounds_free,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,diffuser,diffuser,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r,dpcc-r,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,dpcc-r-tightened,dpcc-r,True,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,,,,,,,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free,geo_free,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-bounds_free,geo_free-bounds_free,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,geo_free-model_free,geo_free-model_free,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient,gradient,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,gradient-tightened,gradient,True,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free,model_free,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,model_free-tightened,model_free,True,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing,post_processing,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
16,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_Fix14)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,pillars_bounds+dynamics+geo_bounds+halfspace+obstacles,post_processing-tightened,post_processing,True,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
17,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_mjpc_T0.5,6,test,none,diffuser,diffuser,False,pillars,,20.0,4.0,mjpc,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
17,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_mjpc_T0.5,6,test,none,dpcc-c,dpcc-c,False,pillars,,20.0,4.0,mjpc,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
17,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_mjpc_T0.5,6,test,none,dpcc-r,dpcc-r,False,pillars,,20.0,4.0,mjpc,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
17,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_mjpc_T0.5,6,test,none,dpcc-t,dpcc-t,False,pillars,,20.0,4.0,mjpc,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
17,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_mjpc_T0.5,6,test,none,gradient,gradient,False,pillars,,20.0,4.0,mjpc,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
17,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_mjpc_T0.5,6,test,none,model_free,model_free,False,pillars,,20.0,4.0,mjpc,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
17,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_mjpc_T0.5,6,test,none,post_processing,post_processing,False,pillars,,20.0,4.0,mjpc,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
18,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_const_v_T0.5,6,test,none,diffuser,diffuser,False,pillars,,20.0,4.0,pid_const_v,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
18,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_const_v_T0.5,6,test,none,dpcc-c,dpcc-c,False,pillars,,20.0,4.0,pid_const_v,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
18,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_const_v_T0.5,6,test,none,dpcc-r,dpcc-r,False,pillars,,20.0,4.0,pid_const_v,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
18,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_const_v_T0.5,6,test,none,dpcc-t,dpcc-t,False,pillars,,20.0,4.0,pid_const_v,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
18,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_const_v_T0.5,6,test,none,gradient,gradient,False,pillars,,20.0,4.0,pid_const_v,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
18,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_const_v_T0.5,6,test,none,model_free,model_free,False,pillars,,20.0,4.0,pid_const_v,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
18,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_const_v_T0.5,6,test,none,post_processing,post_processing,False,pillars,,20.0,4.0,pid_const_v,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,diffuser,diffuser,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,dpcc-r,dpcc-r,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,,,,,,,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,gradient,gradient,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,gradient-tightened,gradient,True,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,model_free,model_free,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,model_free-tightened,model_free,True,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,post_processing,post_processing,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,(Fix4_action+geo_bounds) pillars_bounds+dynamics+halfspace+obstacles,post_processing-tightened,post_processing,True,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,10.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,diffuser,diffuser,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-c,dpcc-c,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-r,dpcc-r,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,dpcc-t,dpcc-t,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,gradient,gradient,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,model_free,model_free,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
19,pillars|K20|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(Bf_U8)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE_9D/K20_mpc4_pid_stopgo_T0.5,6,test,none,post_processing,post_processing,False,pillars,,20.0,4.0,pid_stopgo,0.5,,Gen11,20.0,5.0,0.3,latest,fm_only,gif,cuda,,
20,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,diffuser,diffuser,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
20,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-c,dpcc-c,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
20,pillars|Gen11,/u/home/llim/FMPCC/FM-PCC/logs/UAV_FM/uav-pillars/plans(E7_U3)/flow_matching_v3_uav/H8_Dmodels.diffusion.FlowMatchingODE,6,test,none,dpcc-r,dpcc-r,False,pillars,,,,,,,Gen11,,2.0,0.3,latest,fm_only,gif,cuda,,
